Country,Unique.Line.ID,Comment
UK,J16UK10045-16.1,"Good image flow, ease of use. Poor software, difficult to generate reports."
India,ING00226.2,we would recommend them because of the accuracy of report and since it suits for all type of patients 
UK,J16UK10407-8.2,Excellent images and 3D quality Cost
USA,J16US13840-9.2,"Been awhile, images were ok, little more difficult to use. more difficult to use, image quality a little worse."
France,J16FR10237-15.1,Easy to take up Nothing
USA,J16US10949-6.2,"New one installed working well so far, has better spine imaging appearance than other similar scanners, reliable, great customer service. None."
Japan,J16JP10899-9.2,"It is widely used in many hospitals and has a solid reputation. They can respond quickly to provide maintenance/management, servicing, and advice. 0"
China,CNE0052.3,"The quality is average and the outcome is not very good. The price is average. The display effect is about average as for the elder people and the obese people. For example: As for people with a lot of abdomen fat, the display effect is average.  "
Germany,J16DE10143-6.2,"Very good image quality, fast processing, comprehensive utilization. Costly to operate."
Brazil,BZC720.1,"It provides premium images, high durability and good connectivity in view of how all our requirements. "
Brazil,BZA0027.2,Requires a high operating cost and also it is very expensive even the quality of the image is not up to the mark . 
India,INA0074.2,"they offer products at reasonable price, effective resolution "
India,IND0053.2,siemens systems has high flexibilty with additional features that makes our process very simple and increase the workflow. 
China,CND0547.1,"The sensitivity is very high and the acoustic beam power is consistent. The penetrating ability is strong. The image quality is quite good. The quality of the instrument is also good. During the warranty period, if the probe is broken, it can be replaced directly.  "
Germany,J16DE12841-27.2,"I've always fared well with it, never been disappointed. Some deficiencies in expertise."
China,CND0198.2,The failure rate is low. It is simple and convenient to operate. The after-sales service is quite good. The performance is very good. It doesn't need much training to use. The brand is very good.  
Brazil,BZC0132.1,system integration is much better than other brands. The products are available at a low cost. 
Japan,J16JP12332-25.2,"We have purchased the St. Jude Medical OCT, and the image quality is good and it is easy to make usage settings. The method of use is simple, so it is easy to use. It cannot be used with IVUS, which is a problem in terms of insurance, so in that respect the usability is poor. Also, when the equipment is used, the amount of contrast agent used increases."
Germany,J16DE12715-4.1,Very good integration into the existing system and compatible with other components. Expensive
France,J16FR11289-6.1,Good supplier value for money for complete solutions and advice on the products and services. 
UK,J16UK10779-9.2,Relatively good image quality Machine was a bit clunky and loading times were slow
India,INA00107.1,"they think about their customer, take their feedback and they are always very supportive "
France,J16FR10401-8.1,"Innovation with after sales service worthy of its name and good value for money. Problem with communication, not reliable, no follow up and just promises regarding the innovation."
USA,J16US17009-2.2,Comprehensive Difficult to use and hardware is not robust
Japan,J16JP10289-9.1,We use this equipment at our hospital but I don't find anything inconvenient. I have heard that other brand's products are better.
USA,J16US12011-9.1,"Easy to use, portable, small footprint Small screen"
China,CNC0123.3,"since I'm familiar with it, also image quality is clear, operation is simple and it's handy to use. "
Germany,J16DE10126-8.2,"Good image quality, good total package. Menu is somewhat complicated."
Germany,J16DE10211-6.2,"None Compared to Philips, it is somewhat weaker in the execution service and price, despite the fact that during the procurement process, the two were about the same."
USA,J16US10968-8.2,support and innovative products too costly
USA,J16US13807-5.1,"Easy to integrate, easy to use "
Japan,J16JP11829-4.2,Operability is good. Images are reconstructed quickly. Accessories (such as patient immobilization straps) are expensive.
China,CND0167.3,The images are clear and imaging is fast. The product is very responsive and it is easy to move it. The interface is very straightforward. These are very practical features in a surgery as they can improve efficiency. It is not prone to problems.  
UK,J16UK10866-8.1,"The best quality of the image Very poor service, very poor communication"
USA,J16US11262-6.2,This survey is longer than 15 minutes none
USA,J16US10383-1.2,image quality acceptable limited down time none
China,CNE0592.1,"Once a classmate used a Philip product. It always needed maintenance. Sometimes, it takes weeks or months to fix the malfunctions, which delayed the clinical practice significantly. The maintenance and after-sales service are not very good.  "
Japan,J16JP12179-25.2,We have not purchased Philips equipment. We have not purchased Philips equipment.
Germany,J16DE11418-15.1,None 
France,J16FR10377-8.2,"Excellent device, very responsive, solid, mobile. Software interface less intuitive than Philips."
China,CNE0610.1,"Reliable quality. Accurate information. It can accurately locate the lesion sites. The rate of misdiagnosis and missed diagnosis is low. The users trust it. For example, as to lung disease diagnosis, the misdiagnosis rate is low, so as to the diseases that cannot be diagnosed by other instruments.  "
USA,J16US10370-5.2,any issues are fix fast really no issues needing fixed
China,CND0457.2,The instrument is sturdy and durable. The failure rate is low. The after-sales service is good. The instrument is convenient to operate and the interface design is useful. 
China,CNE0183.3,"The machine can not only allow doctors to better observe the dynamic movement of internal organs, but can also support advanced clinical applications such as subtraction. It saves the doctors a lot of time and gives the patients the maximum comfort and safety. "
USA,J16US10775-4.1,quality and ease of use.  love the brilliance workstation none i cant thing of anythng negative to say
